time,o,h,l,c,volume,complete
2025-04-07 21:10:00,1.09086,1.09099,1.09086,1.09087,5,True
2025-04-07 21:15:00,1.09088,1.09088,1.09088,1.09088,1,True
2025-04-07 21:20:00,1.09102,1.09125,1.091,1.09117,52,True
2025-04-07 21:25:00,1.09118,1.0912,1.09117,1.09119,15,True
2025-04-07 21:30:00,1.09124,1.09127,1.09122,1.09125,26,True
2025-04-07 21:35:00,1.09125,1.09186,1.09123,1.09131,74,True
2025-04-07 21:40:00,1.09131,1.09135,1.09131,1.09135,3,True
2025-04-07 21:45:00,1.09136,1.09147,1.09132,1.09135,30,True
2025-04-07 21:50:00,1.09135,1.09228,1.09135,1.09171,86,True
2025-04-07 21:55:00,1.09165,1.09174,1.09152,1.09155,69,True
2025-04-07 22:00:00,1.0916,1.0922,1.09131,1.09142,262,True
2025-04-07 22:05:00,1.09142,1.09162,1.09117,1.09141,169,True
2025-04-07 22:10:00,1.0914,1.09157,1.09128,1.09148,197,True
2025-04-07 22:15:00,1.09148,1.09175,1.09093,1.09095,337,True
2025-04-07 22:20:00,1.09096,1.09126,1.09094,1.09111,243,True
2025-04-07 22:25:00,1.09113,1.09138,1.09113,1.09123,176,True
2025-04-07 22:30:00,1.09123,1.09146,1.09106,1.09146,176,True
2025-04-07 22:35:00,1.09146,1.09202,1.09146,1.09186,348,True
2025-04-07 22:40:00,1.09185,1.09193,1.09155,1.09166,403,True
2025-04-07 22:45:00,1.09168,1.09193,1.09163,1.09192,260,True
2025-04-07 22:50:00,1.09193,1.09202,1.09174,1.09182,342,True
2025-04-07 22:55:00,1.09184,1.0919,1.09166,1.09182,146,True
2025-04-07 23:00:00,1.09179,1.09202,1.09166,1.09175,335,True
2025-04-07 23:05:00,1.09176,1.09182,1.09144,1.09165,335,True
2025-04-07 23:10:00,1.09168,1.09171,1.09148,1.09148,329,True
2025-04-07 23:15:00,1.09149,1.0915,1.09092,1.09106,400,True
2025-04-07 23:20:00,1.09108,1.09141,1.09086,1.0913,407,True
2025-04-07 23:25:00,1.0913,1.09159,1.09129,1.09149,474,True
2025-04-07 23:30:00,1.09148,1.0917,1.09128,1.09128,627,True
2025-04-07 23:35:00,1.09128,1.09173,1.09128,1.09159,546,True
2025-04-07 23:40:00,1.09159,1.09185,1.09152,1.0917,412,True
2025-04-07 23:45:00,1.09171,1.09195,1.09144,1.09175,861,True
2025-04-07 23:50:00,1.09177,1.09189,1.09154,1.09169,526,True
2025-04-07 23:55:00,1.09171,1.09188,1.09139,1.09157,499,True
2025-04-08 00:00:00,1.09158,1.09273,1.09157,1.09244,1577,True
2025-04-08 00:05:00,1.09242,1.09264,1.0922,1.0923,701,True
2025-04-08 00:10:00,1.09231,1.09269,1.09224,1.09264,899,True
2025-04-08 00:15:00,1.09267,1.0927,1.09215,1.09232,1146,True
2025-04-08 00:20:00,1.09233,1.09331,1.09228,1.09311,1165,True
2025-04-08 00:25:00,1.09311,1.09366,1.09307,1.0936,630,True
2025-04-08 00:30:00,1.09362,1.09401,1.09355,1.09384,721,True
2025-04-08 00:35:00,1.09382,1.09448,1.09382,1.09445,583,True
2025-04-08 00:40:00,1.09446,1.09455,1.09398,1.09431,703,True
2025-04-08 00:45:00,1.09429,1.09443,1.09384,1.09407,647,True
2025-04-08 00:50:00,1.09406,1.09511,1.09381,1.09498,1246,True
2025-04-08 00:55:00,1.09498,1.09513,1.09392,1.09408,1714,True
2025-04-08 01:00:00,1.09407,1.09555,1.09407,1.09554,1873,True
2025-04-08 01:05:00,1.09554,1.09557,1.09475,1.09486,1313,True
2025-04-08 01:10:00,1.09486,1.09498,1.0945,1.0947,1179,True
2025-04-08 01:15:00,1.09471,1.09504,1.09388,1.0947,1670,True
2025-04-08 01:20:00,1.09471,1.09518,1.09469,1.0948,1115,True
2025-04-08 01:25:00,1.09481,1.09542,1.09481,1.09525,1305,True
2025-04-08 01:30:00,1.09524,1.09583,1.09489,1.09577,1420,True
2025-04-08 01:35:00,1.09576,1.09603,1.09543,1.09569,1015,True
2025-04-08 01:40:00,1.09571,1.09608,1.09555,1.09606,1212,True
2025-04-08 01:45:00,1.09606,1.09613,1.09577,1.09608,1190,True
2025-04-08 01:50:00,1.09609,1.09627,1.09578,1.09606,688,True
2025-04-08 01:55:00,1.09606,1.09627,1.0958,1.09608,667,True
2025-04-08 02:00:00,1.09605,1.09662,1.09605,1.09658,832,True
2025-04-08 02:05:00,1.09658,1.09687,1.09637,1.09668,651,True
2025-04-08 02:10:00,1.09669,1.0969,1.09657,1.09683,742,True
2025-04-08 02:15:00,1.09685,1.09707,1.09665,1.0969,610,True
2025-04-08 02:20:00,1.0969,1.09693,1.09664,1.09679,637,True
2025-04-08 02:25:00,1.0968,1.097,1.09672,1.09682,516,True
2025-04-08 02:30:00,1.09682,1.09708,1.09672,1.09705,575,True
2025-04-08 02:35:00,1.09705,1.09762,1.09694,1.09756,613,True
2025-04-08 02:40:00,1.09755,1.09806,1.09734,1.09787,703,True
2025-04-08 02:45:00,1.09786,1.09812,1.0975,1.0975,811,True
2025-04-08 02:50:00,1.0975,1.09755,1.09719,1.09735,482,True
2025-04-08 02:55:00,1.09735,1.09755,1.09702,1.0972,715,True
2025-04-08 03:00:00,1.09721,1.09728,1.09685,1.09706,621,True
2025-04-08 03:05:00,1.09707,1.09716,1.09677,1.09678,569,True
2025-04-08 03:10:00,1.09678,1.09691,1.09663,1.09674,631,True
2025-04-08 03:15:00,1.09674,1.0971,1.09662,1.09694,803,True
2025-04-08 03:20:00,1.09696,1.09722,1.0967,1.09707,420,True
2025-04-08 03:25:00,1.09708,1.09711,1.09659,1.09665,417,True
2025-04-08 03:30:00,1.09665,1.09679,1.09648,1.09664,622,True
2025-04-08 03:35:00,1.09664,1.09667,1.09627,1.0964,539,True
2025-04-08 03:40:00,1.09639,1.09644,1.09616,1.09637,503,True
2025-04-08 03:45:00,1.09639,1.09654,1.09626,1.09643,434,True
2025-04-08 03:50:00,1.09644,1.09658,1.09642,1.09653,353,True
